D : BONjour et bienvenue à cette discussion spontanée (dit en riant) (.) de l’école d’été de  français (dit en riant) ¤<6838> <P1,L1>  
J-M : [1  pis là eux-autres ils prennent l’examen après est-ce que là on prend une autre version (.)  pour empêcher justement là t’sais qui qu’ils connaissent les ver- les les les questions des autres/  mais là la deuxième version d’examen elle est-tu aussi sévè:re que la premiè:re/ là il y a  <acc<des problèmes avec les notes etcetera>> fait que c’est quand même (.) pas nécessairement  tout le temps simple j’imagine à l’école d’été on a un cadre qui est peut-être plus flexible on a (.)  t’sais juste une centaine d’étudiants av- avec qui s’occuper donc ça PERMET de le faire pis tant  mieux si on peut le faire (.) mais (.) je pense ça soulève quand même un: une problématique pis  euh t’sais autant euh: (.) c’est clair que je suis pour (.) qu’on accommode les gens le plus  possible mais en même temps je me demande jusqu’à quel point là t’sais des fois euh ça crée des  des (.) ouais c’est ça des problématiques pis je sais pas exactement comment qu’on (.) qu’on va  re- gérer ça si ça prend plus d’ampleur (.) [2  <acc<t’sais pour l’instant c’est facilement gérable>> parce qu’il y en a pas beaucoup ¤<237068> <P4,L7>  
V : [1  (elle hoche la tête affirmativement) <P4,L8>  
M : [2  il y en avait pas tant (.) (elle hoche la tête  affirmativement) <P4,L9>  
J-M : mais t’sais s’il y en a beaucoup beaucoup là qu’est-ce qui se passe↑ est-ce que là l- bon les  versions d’examen ci ça ça mais aussi euh: (.) t’sais au niveau du personnel là il y en a que bon  pour la piscine à l’école les cours d’éduc pis là ben il faut que ils fassent ça EN DEHORS de la  classe parce qu’il y a des GARS pis eux-autres c’est des FILLES pis là ils peuvent pas être  devant les gars mais là (.) t’engages qui toi pour les surveiller/ faut que le [1  prof il reste plus  longtem:ps c’est ça (.) heille ça peut devenir là HYPER compliqué là↓ ¤<260641> <P4,L10>  
M : [  1  pff (.) c’est  compliqué <P4,L11>  
M : ben les é- à l’école d’été il y en a (.) il y en a beaucoup <dim<quand même des musulmanes  cette année/>> ¤<263981> <P4,L12>  
V : ouais (.) je pense qu’on en a quoi:/ <dim<sept [1  huit (.) neuf↑>> (elle regarde Daniel, comme  si elle cherchait son approbation) ¤<266971> <P4,L13>  
D : [  1  une vingtaine <P4,L14>  
V : une [1VINGTAINE↑ tant que ça↑ ¤<267328> <P4,L15>  
M : [1  c’est pas (.) c’est pas tout (en hochant la tête négativement) <P5,L1>  
D : oui (dit en riant et en hochant la tête affirmativement) <P5,L2>  
J-M : <p<ah ouais>> <P5,L3>  
V : AH ouais↑ <P5,L4>  
D : une quinzaine (.) ouin (en hochant la tête affirmativement) ¤<269037> <P5,L5>  
V : [1  <pp<ah ouin on en a beaucoup>> <P5,L6>  
M : [1  pis ils ont pas tous demandé ÇA là [2  c’est: i:l y en a quelques-uns [3  qui ont demandé  <P5,L7>  
J-M : [2  non <P5,L8>  
V : [  3  ça dé- (en hochant la  tête négativement) <P5,L9>  
M : parce qu’il y en a une couple de (.) d’eux-autres qui font vraiment leurs prières t’sais que  [  1  je sais qu’on les voit plus tard à la cafétéria (.) on est tout le temps là là il y en a un d’ailleurs jje  nommerai pas de nom mais en tout cas il s’est fait demander genre à peu près (.) un midi (.) il  a il a vu moi il a vu Deborah pis après ça je pense qu’il a vu Jean-Marc ou je sais pas qui (en  comptant sur ses doigts) mais les TROIS genre <f<•heille t’es pas en classe/°>> (en tapant sur  son poignet comme si elle tapait sur une montre) t’sais <P5,L10>  
D :  [  1  oui (en hochant la tête affirmativement) <P5,L11>  
V :  [  1  (elle hoche la tête affirmativement) <P5,L12>  
J-M : hein↑ <P5,L13>  
M : les trois un après l’autre •heille/ t’es en retard pour tes cours° (.) •non non euh (.) c’est parce  que: je fais ma prière° pis tout là (.) •ouh:° [1  <pp<on était tous comme un peu mal là>>  
D : [1  ouais mais tu soulevais (en pointant un doigt sur la  table comme pour pointer le sujet de conversation) (.) tu soulevais le point de Hasmina tantôt (.)  mais euh c’est ça on a trois quatre [2  euh musulmanes qu’eux-autres euh la prière du vendredi  c’est super [3  important pis (.) EUX leur euh leur examen est déplacé (en mettant ses mains en  parallèle et en les déplaçant de gauche à droite, comme pour représenter le déplacement de  l’examen dans le temps) <P5,L15>  
M : [2  (elle hoche la tête affirmativement) <P5,L16>  
V : [2  (elle hoche la tête affirmativement) <P5,L17>  
M : [3  <p<hum hum>> (en hochant la tête affirmativement) <P5,L18>  
D : mais <acc<comme je te dis>> il y a une QUINzaine de musulmans ou une DIzaine à peu près  (.) qu’eux-autres le vendredi on entend pas parler qu’ils ont de besoin d’une [4  priè:re ou: quoi  que ce soit fait que eux-autres euh ¤<315469> <P6,L1>  
J-M : [  4  hum <P6,L2>  
M : [  4  ben non (.) c’est ça  (en hochant la tête affirmativement) <P6,L3>  
J-M : je me demande qu’est-ce qui fait justement que pour certains t’sais c’est vraiment (.)  quelque chose de super important et c’est la religion qui le dicte (.) mais pour d’autres qui  souscrivent à la même religion (.) il y a pas la même importance\ t’sais ¤<326964> <P6,L4>  
M : [1  il y a autant d’interprétations [2  {qu’il y a;que} de pfff t’sais comme les chrétiens là  <dim<je veux dire il y a>> ¤<330487> <P6,L5>  
V : [1  <p<hum>> <P6,L6>  
V : [2  (elle hoche la tête affirmativement) <P6,L7>  
J-M : ouais <P6,L8>  
V : il y en a des plus pratiquants que d’autres il y en a qui vont à l’égli:se d’autres qui y [1  vont  pas là il y en a ENCORE qui vont à l’église toujours ¤<333912> <P6,L9>  
J-M : [  1  il y en  a qui se font [2  crucifier pour revivre leur foi [3  (RIRE) ¤<335732> <P6,L10>  
M : [2  (elle hoche la tête affirmativement) <P6,L11>  
D : [3  (RIRE) oui (dit en riant et en hochant la tête  affirmativement) <P6,L12>  
V : (RIRE) t’es encore traumatisé du film/ (RIRE) ¤<338181> <P6,L13>  
J-M : des espèces de MALADES là (RIRE) ¤<339984> <P6,L14>  
D : [1  {c’est;c’était} quoi le film↑ <P6,L15>  
M : [1  quel film↑ ¤<340914> <P6,L16>  
V : La Passion du Christ [1  Jean-Marc a été très troublé ¤<343912> <P6,L17>  
M : [1  <p<AH mon dieu>> <P6,L18>  
D : [1  hum (en hochant la tête affirmativement) <P6,L19>  
J-M : ah oui <P6,L20>  
M : celui-là de Mel Gibson/ là↑ ¤<345447> <P6,L21>  
V : oui <P6,L22>  
J-M : oui c’est ça il y a quelqu’un qu’on nommera pas [1  là qui euh (RIRE) (.) [2  proche de nous qui  a acheté le film <P6,L23>  
V : [  1  ouf <P6,L24>  
M : [  2  <pp<ça a de l’air  qui a du sang là-dedans>> <P6,L25>  
M : ah (RIRE) <P7,L1>  
J-M : pis euh ¤<351663> <P7,L2>  
(RIRE GÉNÉRAL) 
V : c’est parce que tout le monde est au courant [1  c’est qui ¤<354019> <P7,L3>  
D : [  1  (il hoche la tête affirmativement) <P7,L4>  
J-M : [  1  oui (.) mais euh TAbarnouche c’est un film  <len<f:ou>> là moi euh je me sentais pas ben après ça là sérieux [2  t’sais c’est vraiment euh c’est  TRÈS CRU là pis c’est comme (.) en tout cas ¤<362821> <P7,L5>  
M : [  2  (RIRE) <P7,L6>  
V : ouais la violence elle est <len<vrai:ment>> <all<très très>> exposée mais comme  j’expliquais à la personne qui nous a prêté le film [1  pour toi c’est encore plus marquant parce que  même enfant t’avais pas le droit d’écouter les Ninjas Turtles [2  t’sais on s’entend (en regardant  vers le haut comme pour le railler) [  3  que t’as pas é- (RIRE) t’as pas été très exposé à la violence  là fait que (inaud.) (dit en riant) ¤<375672> <P7,L7>  
J-M : [  1  (il hoche la tête affirmativement) <P7,L8>  
J-M : [  2  ouin c’est sûr <P7,L9>  
M : [3  (RIRE) t’es-tu [4  sérieux↑ <P7,L10>  
J-M : [  4  {ah;ben} ouais <P7,L11>  
J-M : ben non c’était trop [1  <len<violent>> ma mère elle me laissait pas regarder ça  <len<pantoute>> (dit en riant et en hochant la tête négativement) ¤<378990> <P7,L12>  
M : [1  ah: eh boy (en frappant le bras de Jean-Marc comme pour rire de  lui) <P7,L13>  
M : [1AH: <pp<c’est pour ça>> <P7,L14>  
D : [1  est-ce que tu (.) jouais des j- jeux vidéos/ ou↑ ¤<381923> <P7,L15>  
J-M : huM::: non (.) pis en fait j’avais pas le droit d’avoir des petits guns en plastique  [  1  parce que c’était violent ¤<386686> <P7,L16>  
M :  [  1  <p<HEIN/>> <P7,L17>  
D : oupelaille <P7,L18>  
J-M : ah ouais non sérieux [1  c’était ¤<389529> <P7,L19>  
M : [1AYOYE↑ (.) nous-autres on avait comme euh une orGIE de guns  là↓ je veux dire c’était (en décrivant un cercle avec les mains, comme pour montrer une grande  quantité) <P7,L20>  
J-M : (RIRE) <P7,L21>  
V : (RIRE) <P7,L22>  
M : pis là c’était comme •<f<ok premier choix deuxième choix>>° (dit avec une voix d’enfant)  pis là on mettait tout ça là des CARABInes euh des gu- (.) je veux dire il y en avait de tous les  modè:les là de toutes les possibilités pis on avait tous nos préférés là (.) c’était comme le plus  GROS (en ouvrant les bras, comme pour montrer la taille de l’arme) le plus RÉALISTE pis  <P8,L1>  
J-M : <p<sacre>> <P8,L2>  
M : c’était vraiment violent là (.) je veux dire on jouait à la guerre deux fois par semaine là  ¤<407389> <P8,L3>  
V : (RIRE) <P8,L4>  
J-M : hum <P8,L5>  
D : [1  (RIRE) <P8,L6>  
M : [1  pis les jeux vidéos genre CONtrat pis euh les affaires HYPER violentes là (en haussant les  sourcils, comme pour insister sur la violence des jeux) ¤<411758> <P8,L7>  
V : [2  t’as-tu beaucoup de frères et sœurs↑ ¤<413102> <P8,L8>  
M : [2  c’est pour ça que tu es doux de même (en tapotant l’épaule de Jean-Marc) <P8,L9>  
J-M : ben oui hein/ <P8,L10>  
V : [1  ouin/ (.) t’as-tu beaucoup de frères et sœurs pour jouer euh/ ¤<416650> <P9,18>  
J-M : [1  <p<c’est ça>> <P8,L12>  
M : j’ai un frère mais il est beaucoup plus vieux ¤<418073> <P8,L13>  
V : ok (en hochant la tête affirmativement) <P8,L14>  
M : fait que je jouais pas vraiment avec lui là <dim<dans le fond là là (.) [1  il jouait pas avec moi  non plus là t’sais on était comme>> (en hochant la tête négativement) ¤<422946> <P8,L15>  
V : [  1  (elle hoche la tête  affirmativement) <P8,L16>  
D : [1  il te faisait <P8,L17>  
M : [1  il a DIX ans de plus que moi↓ fait que c’est ça fait comme (inaud.) ¤<424943> <P8,L18>  
V : il a plus le goût de jouer avec les guns (en hochant la tête négativement) (RIRE) ¤<426526>   
M : pas vraiment non <P8,L20>  
D : il te faisait pas des passes de lutte ↑ ¤<428152> <P8,L21>  
M : euh: non [1mais il a déjà <p<en tout cas>> je sais pas si ça me tente de dire ça <P8,L22>  
D : [1  <p<ok>> <P8,L23>  
M : non mais il faisait des mauvais coups de grand frère là [1  genre euh essayer d’abuser de son  autorité pour te faire manger de la bouffe à CHATS ou: t’sais ¤<438026> <P8,L24>  
D : [  1  (il hoche la tête affirmativement)  <P9,L1>  
V : [  1  (elle hoche la tête affirmativement)  <P9,L2>  
J-M : ah ouais <P9,L3>  
D : [1  oupelaille <P9,L4>  
J-M : [1  (inaud.) ¤<441344> <P9,L5>  
M : [1  (inaud.) là (RIRE) [2  hum <P9,L6>  
J-M : [2  quoi de plus (.) p- normal là <P9,L7>  
M : heille j’en reviens pas fait que là toi t’avais pas euh/ tes parents [1  sont-tu: (.) CATHOS ou  quoi↑ ¤<444824> <P9,L8>  
J-M : [  1  non (en hochant la tête  négativement) <P9,L9>  
J-M : [1  euh: (.) pas pratiquants en tout cas pis t’sais euh mon père euh (.) non ça il m’avait déjà  dit à un moment donné il dit •regarde là l’im-° parce que t’sais <all<on t- on c’est ça on parlait  de religion>> •t’sais je suis allé dans des euh (.) des pensionnats que c’était dirigé par des (.) des  frères {ou;Ø} des sœurs pis tout ça pis\ c’est comme regarde là dans le fond là <P9,L10>  
V : [1  (RIRE) <P9,L11>  
J-M : c’est comme (.) c’est un message t’sais je veux dire pis il y a des vaLEURS qui viennent  avec ça pis etcetera pis les vaLEURS que toi tu trouves intéressantes ¤<469879> <P9,L12>  
M : <pp<tu les prends>> ¤<470538> <P9,L13>  
J-M : tu les prends (.) pis les autres tu les laisses là pis t’sais de (.) de croire ou pas croire d’avoir  la foi ou pas pis telle affaire t’sais <all<regarde là>> t’sais il dit •moi t’sais c’est comme tu fais  ce que tu veux pis c’est toi° pis (.) t’sais il dit •pour moi l’important là c’est pas d’aller à la  messe le samedi matin ou [1  telle affaire etcetera là° t’sais ¤<485505> <P9,L14>  
M : [1  ouin mais il était-tu granola↑ il était-tu hippie↑ je veux dire  <f<all<pour t’empêcher de parce que>> [2  la plupart des jeunes là ils jouaient à: des guns/  [  3  pis des (.) <all<t’sais c’était BEN la mode>> là <p<pareil là>> ¤<491373> <P9,L15>  
J-M : [2  <pp<non>> <P9,L16>  
V : [2  (elle hoche la tête affirmativement) <P9,L17>  
V :  [  3  <pp<hum>> (en hochant la tête affirmativement) <P9,L18>  
J-M :  [  3  ben (.) ma mère est: végétarienne: [4  fait attention aux animaux fait attention à la planète fait  attention à l’environnement fait attention aux humains (en comptant sur ses doigts) en tout cas  t’sais c’est c’était [5  <all<ouais ouais>> (en hochant la tête affirmativement) quand même là (.)  elle est pas HIPPIE là pantoute mais [6  grano euh certainement pis ¤<503918> <P9,L19>  
M : [4  <dim<AH (.) c’est ça>> <P10,L1>  
M : [5  (inaud.) <P10,L2>  
V : [6  (elle hoche la tête affirmativement) <P10,L3>  
V : pis ta mère elle parlera JAMAIS contre une autre personne [1  tout le monde est BON [2  tout le  monde est GENTIL [3  t’sais c’est ¤<508824> <P10,L4>  
J-M : [  1  ouais <P10,L5>  
M : [  2  (RIRE)  <P10,L6>  
J-M : [3  ouais ouais (en hochant la tête affirmativement) <P10,L7>  
V : pis c’est VRAIment euh [1  (.) <pp<c’est comme>> c’est exceptionnel là ¤<512853>  
J-M : [1  ah ouais t’sais elle appelle mes amis à leur fê:te: [2  t’sais elle est  vraiment là ¤<515168> <P10,L9>  
M : [  2  ok (inaud.) (en  hochant la tête affirmativement) <P10,L10>  
V : [  2  (elle hoche la  tête affirmativement) <P10,L11>  
J-M : t’sais c’est: HYPER mère poule là mais t’sais (.) c’est ça ¤<518399> <P10,L12>  
V : pis elle te rappelle d’appeler TES amis à [1  leurs fêtes là ¤<521404> <P10,L13>  
J-M : [1  oui oui aussi tout ça (en hochant la tête  affirmativement) <P10,L14>  
V : [1  elle a tout ça dans son calendrier elle veut que tout le monde [2  soit heureux (.) tout le temps  ¤<524316> <P10,L15>  
M : [1  (elle hoche la tête affirmativement) <P12, L10> <P10,L16>  
D : [  2  (il hoche la tête  affirmativement) <P10,L17>  
J-M : [2  elle se rappelle des numéros  de téléphone par CŒUR: [3  euh (.) c’est ¤<526612> <P10,L18>  
M : [3  ok (en hochant la tête affirmativement) <P10,L19>  
D : une femme à maRIER ¤<527516> <P10,L20>  
J-M : <f<oui:>> (.) ben pas par moi par exemple ¤<529413> <P10,L21>  
D : oui (inaud.) <P10,L22>  
J-M : mais [1  euh <P10,L23>  
M : [1  toi non plus Daniel oublie ça ¤<532842> <P10,L24>  
J-M : non (.) [1  non c’est <P10,L25>  
V : [1  elle est déjà mariée ¤<533874> <P11,L1>  
D : [1  (RIRE) <P11,L2>  
J-M : [1  c’est sûr que: à ce niveau-là j’ai été un peu peut-être surprotégé côté euh (.) t’sais côté  violence là↓ (.) mai:s (.) t’sais dans un certain sens je pense il y a quand même du bon là t’sais je  veux dire ça a fait: (.) de moi justement une personne qui: qui est pas PORtée à la violence là↓  <P11,L3>  
M : <pp<non c’est sûr>> <P11,L4>  
J-M : d’un autre côté euh c’est sûr que ça facilite pas nécessairement l’intégration quand t’es en  maternelle pis tout le monde (.) [1  (inaud.) Ninjas Turtles (dit en riant) t’sais pis tout ça pis toi  t’es comme (.) t’as comme (.) •ah° (il hoche la tête négativement) ¤<559991> <P11,L5>  
M : [1  tu te fais tabasser (.) ah oui (en fermant le poing, comme pour  désigner un coup de poing) <P11,L6>  
V : [1  (RIRE) <P11,L7>  
D : •vive la Te:rre (.) [1  vive la planète° ¤<563156> <P11,L8>  
J-M : [1  (RIRE) <P11,L9>  
M : [1  (RIRE) <P11,L10>  
V : [1  (RIRE) <P11,L11>  
V : •je vais vous parler de nourriture biologique ce [1matin° (dit avec une voix d’enfant) t’as cinq  ans t’sais (RIRE) ¤<567154> <P11,L12>  
J-M : [  1  ah ouin <P11,L13>  
J-M : ah ouais pis après ça c’était euh la super bouffe euh: (.) ah c’était quoi donc cette affaire-là/  macrobiotique là en tout cas des affaires [1  avec des beans pis tout ça oublie ça là ça fait PÉter  comme [2  L’ENFER (.) fait que [3  ça ça ¤<579600> <P11,L14>  
M : [1  ah: <P11,L15>  
V : [2  (RIRE) <P11,L16>  
M : [3  <p<pis elle faisait des gros régimes de ça ta mère {un peu;en  plus}/>> ¤<580849> <P11,L17>  
J-M : ouin/ <P11,L18>  
M : wow <P11,L19>  
J-M : <len<fait que (.) ça facilitait pas l’intégration>> (en faisant des bruits comme pour imiter  le son d’un pet) t’sais ça non plus ¤<586891> <P11,L20>  
D : •Jean-Marc° <P11,L21>  
J-M : [1  (RIRE) <P11,L22>  
D : [1  •ça fait dix fois que tu pètes ce matin (en mettant les mains en avant, comme lorsqu’on  veut demander à quelqu’un d’arrêter) [  2  peux-tu arrêter/° <P11,L23>  
V : [2  (RIRE) <P12,L1>  
J-M : ah non <P12,L2>  
D : [1  •tu es en train d’empester la classe (.) MERci° (RIRE) ¤<595319> <P12,L3>  
J-M : [1  (RIRE) <P12,L4>  
M : [1  (RIRE) <P12,L5>  
J-M : ah non c’était l’enfer ¤<596119> <P12,L6>  
D : •c’est correct° (dit avec une voix d’enfant) <P12,L7>  
J-M : sérieux (dit en riant) <P12,L8>  
M : <p<ah pauvre petit chou>> <P12,L9>  
J-M : ah ouais (.) je pouvais sortir de la classe euh ¤<597223> <P12,L10>  
J-M : sans le demander (en hochant la tête négativement) ¤<1289> <P13,L1>  
D : oupelaille <P13,L2>  
M : [1  ok (inaud.) spécial là (en hochant la tête affirmativement) (.) ton régime de  macrobiotique ¤<4555> <P13,L3>  
J-M : [1  ah ouais ah ouais <P13,L4>  
J-M : ah tabarnouche <P13,L5>  
D : oh mon dieu ¤<5402> <P13,L6>  
J-M : pis ostie que [1  ça goûtait TELLEMENT pas bon les foutues beans (.) beurk en tout cas  [  2  c’étai:t ¤<10275> <P13,L7>  
M : [1moi les probiotiques <P13,L8>  
D :  [  2  (il hoche la tête affirmativement) <P13,L9>  
M : [1  (RIRE) <P13,L10>  
V : [1  (RIRE) <P13,L11>  
J-M : t’sais t’as des [1  genres de beans fermentées là à un moment donné oublie ça c’est clair ça  fait des pets là t’sais (dit en riant) ¤<15043> <P13,L12>  
M : [1  (elle pointe Jean-Marc et elle chuchote en riant) (inaud.) <P13,L13>  
M : OH boy (.) <dim<je savais pas que t’avais eu une éducation aussi différente de la mienne>>  
J-M : ouin (.) ouin <pp<mais euh>> ¤<21059> <P13,L15>  
V : [1  c’est différent de la mienne aussi: (en hochant la tête affirmativement) [  2moi {j’étais;j’ai  été} troublée t’sais quand j’ai vu ta <len<famille>> •ah là c’est la fête de quelqu’un TOUT le  monde l’appelle° c’est une obligation dans ma famille c’est comme c’est la fête de quelqu’un on  lui dit pas bonne fête pis (.) s’il a une carte c’est déjà beau là [3  pis on lui donne des cadeaux pour  la forme mais on s’en fout un peu (RIRE) ¤<36644> <P13,L16>  
M : [1  (inaud.) valeurs (.) oui ça doit hein/ <P13,L17>  
J-M : [  2  oui hein↑  <P13,L18>  
M : [  3  (RIRE) <P13,L19>  
D : [  3  (RIRE) <P13,L20>  
M : <p<(RIRE) tout le monde s’en crisse ah non>> ¤<38000> <P13,L21>  
D : si je la vois ce matin-là je lui dis même pas pis je lui souris pas <P13,L22>  
J-M : (RIRE) <P13,L23>  
D : [1  •non <f<Val>> (.) ne lui dis PAS° ¤<43029> <P13,L24>  
V : [1  (RIRE) <P14,L1>  
M : [1  (RIRE) <P14,L2>  
J-M : [1  (RIRE) <P14,L3>  
V : c’est mal (dit en riant) ¤<45263> <P14,L4>  
J-M : <pp<c’est ça>> (dit en riant) (RIRE) non faut pas démontrer d’affection dans sa famille  ¤<49337> <P14,L5>  
V : (elle hoche la tête négativement) <P14,L6>  
